Portfolio,Geography,Category,Brand,Segment,Initial_Sales,New_Sales,Margin (%),Margin ($),Applied_Trend (%),Contribution (%),Min_Trend,Max_Trend,Min_Contribution,Max_Contribution
Hair/APDO,North America,Hair Dye,Elizabeth Arden,Fragrance,4418949,4728275.4,34,1607613.6360000002,6.9999993211055545,24.42761673016151,0,7,6,15
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Mascara,3408056,3510297.7,32,1123295.2640000002,3.00000058684482,25.15031489281705,-1,3,7,14
Hair/APDO,South America,Fragrance,Bobbi Brown,Bronzer,1561404,2448626.3,53,1297771.939,56.82208448293971,13.999999885650169,-1,3,7,14
Hair/APDO,North America,Make Up Brushes,Frederic Malle,Bronzer,3035232,3156641.3,55,1736152.715,4.0000006589282044,27.45912822349124,-3,4,4,30
Hair/APDO,Asia,Fragrance,Bobbi Brown,Mascara,2863162,2949056.9,41,1209113.329,3.0000013970568062,24.74596811290536,-1,3,7,14
Fragrance + Color Cosmetics,North America,Hair Dye,Balmain,Lipstick,923332,1061831.8,31,329167.858,15.000000000000014,6.383588313617035,-5,15,5,40
Fragrance + Color Cosmetics,South America,Tools,Kilian,Lipstick,2142425,4335398.0,52,2254406.96,102.35938247546588,39.999999815472535,-5,15,5,40
Hair/APDO,Asia,Fragrance,Elizabeth Arden,Bronzer,4676426,1255991.6,45,565196.2200000001,-73.14206190796133,14.999999880572451,0,7,6,15
Skin/Body,Asia,Tools,Bobbi Brown,Toner,879039,905410.17,38,344055.86460000003,3.0000000000000027,6.230267364502998,-1,3,7,14
Hair/APDO,Asia,Fragrance,Kilian,Fragrance,1278883,1470715.4,51,750064.8539999999,14.999996090338197,12.555767766231757,0,15,4,30
Hair/APDO,North America,Fragrance,Aveda,Mascara,3698156,4252879.4,31,1318392.614,15.000000000000014,70.0,0,15,4,30
Hair/APDO,Asia,Make Up Brushes,Frederic Malle,Bronzer,4268950,1244049.2,55,684227.06,-70.85819229552935,30.000000482296045,-3,4,4,30
Skin/Body,Asia,Make Up Brushes,Frederic Malle,Toner,3706943,3855220.7,44,1696297.108,3.9999994604718925,60.00000031126622,-3,4,5,40
Fragrance + Color Cosmetics,North America,Fragrance,Balmain,Mascara,3050982,3508629.3,41,1438538.0129999998,14.999999999999991,60.0,-5,15,5,40
Fragrance + Color Cosmetics,North America,Hair Dye,Kilian,Mascara,1244748,3775455.4,56,2114255.024,203.3108227528785,40.00000042378994,-5,15,5,40
Hair/APDO,South America,Tools,Aveda,Bronzer,1797819,2067491.8,44,909696.392,14.99999721885239,10.006511832975859,0,15,4,30
Hair/APDO,South America,Fragrance,Kilian,Bronzer,2096853,2411380.9,35,843983.315,14.999997615474236,38.68717123304792,0,15,4,30
Skin/Body,South America,Fragrance,Elizabeth Arden,Mascara,4016144,2469794.6,55,1358387.0300000003,-38.50333553776956,15.000000030366897,0,7,6,15
Fragrance + Color Cosmetics,North America,Make Up Brushes,Bobbi Brown,Lipstick,4377809,0.0,40,0.0,-100.0,0.0,-1,3,7,14
Fragrance + Color Cosmetics,South America,Hair Dye,Aveda,Mascara,789220,907603.0,50,453801.5,14.999999999999991,4.819108464376571,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Hair Dye,Elizabeth Arden,Mascara,4499453,0.0,43,0.0,-100.0,0.0,0,7,6,15
Hair/APDO,Europe,Tools,Bobbi Brown,Fragrance,2737035,2819146.1,40,1127658.4400000002,3.0000018267943185,15.10027848955377,-1,3,7,14
Skin/Body,North America,Face Make-Up,Aveda,Mascara,4411147,0.0,40,0.0,-100.0,0.0,-5,15,5,40
Fragrance + Color Cosmetics,North America,Make Up Brushes,Balmain,Bronzer,2321367,0.0,45,0.0,-100.0,0.0,-5,15,5,40
Hair/APDO,Europe,Fragrance,Bobbi Brown,Toner,1849590,1905077.7,34,647726.4180000001,3.0000000000000027,25.632632335624105,-1,3,7,14
Hair/APDO,Europe,Hair Dye,Frederic Malle,Bronzer,1969793,2048584.7,41,839919.727,3.9999989846648765,10.501065307866716,-3,4,4,30
Skin/Body,South America,Face Make-Up,Aveda,Mascara,1426215,1640147.2,31,508445.632,14.999996494217216,23.587563595316592,-5,15,5,40
Skin/Body,Europe,Make Up Brushes,Elizabeth Arden,Lipstick,3011910,3222743.7,40,1289097.4800000002,7.000000000000006,84.99999992087488,0,7,6,15
Skin/Body,South America,Make Up Brushes,Frederic Malle,Fragrance,2150824,2236857.0,51,1140797.07,4.000001859752356,11.446746125536626,-3,4,5,40
Skin/Body,Europe,Make Up Brushes,Aveda,Bronzer,1192137,2634968.9,57,1501932.2729999998,121.02903441466877,39.99999908917333,-5,15,5,40
Hair/APDO,South America,Tools,Frederic Malle,Bronzer,2157153,2243439.1,37,830072.4670000001,3.999999072852045,25.684013850716564,-3,4,4,30
Hair/APDO,Asia,Face Make-Up,Elizabeth Arden,Fragrance,2306684,2468151.9,56,1382165.064,7.000000867045508,14.647864342251424,0,7,6,15
Hair/APDO,Asia,Tools,Aveda,Mascara,2795936,3215326.4,33,1061057.712,14.999999999999991,70.00000043541458,0,15,4,30
Skin/Body,North America,Fragrance,Balmain,Bronzer,2040724,2346832.6,49,1149947.974,15.000000000000014,16.65280229674348,-5,15,5,40
Fragrance + Color Cosmetics,South America,Face Make-Up,Kilian,Toner,4562224,5246557.6,55,2885606.68,14.999999999999991,64.73422834747427,-5,15,5,40
Fragrance + Color Cosmetics,North America,Make Up Brushes,Aveda,Bronzer,2136675,2457176.3,50,1228588.15,15.000002340084473,49.059902415135355,-5,15,5,40
Skin/Body,Europe,Fragrance,Frederic Malle,Mascara,1535891,1597326.6,42,670877.172,3.9999973956485357,23.426220988755443,-3,4,5,40
Hair/APDO,Europe,Face Make-Up,Balmain,Lipstick,1267876,1458057.4,38,554061.8119999999,14.999999999999991,70.00000009601817,0,15,4,30
Fragrance + Color Cosmetics,North America,Fragrance,Elizabeth Arden,Mascara,1706184,1825616.9,53,967576.957,7.000001172206516,26.03959325151163,0,7,6,15
Skin/Body,Asia,Tools,Balmain,Toner,1215339,4813446.1,50,2406723.05,296.0578982489659,40.0000001662011,-5,15,5,40
Fragrance + Color Cosmetics,South America,Face Make-Up,Aveda,Bronzer,1128889,1298222.3,36,467360.028,14.999995570866576,5.548404434809387,-5,15,5,40
Skin/Body,North America,Make Up Brushes,Frederic Malle,Bronzer,3029832,3151025.3,44,1386451.132,4.000000660102598,28.769044114322647,-3,4,5,40
Hair/APDO,Asia,Make Up Brushes,Elizabeth Arden,Lipstick,3284067,1002829.7,56,561584.632,-69.46378682286324,15.00000029915349,0,7,6,15
Fragrance + Color Cosmetics,South America,Face Make-Up,Aveda,Lipstick,1924663,2213362.5,32,708276.0,15.000002597857387,9.45957430467863,-5,15,5,40
Hair/APDO,Asia,Tools,Bobbi Brown,Mascara,4967223,867772.8,58,503308.224,-82.53002130164077,14.00000009679953,-1,3,7,14
Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Lipstick,637686,663193.44,46,305068.9824,3.9999999999999813,9.452911416760362,-3,4,5,40
Skin/Body,Asia,Make Up Brushes,Aveda,Fragrance,4424221,2069533.1,60,1241719.86,-53.222655468612444,39.99999961343938,-5,15,5,40
Skin/Body,Europe,Fragrance,Kilian,Fragrance,3867611,7649085.5,54,4130506.1700000004,97.77287581403611,40.000000313762996,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Tools,Kilian,Mascara,2447238,2814323.7,37,1041299.7690000001,15.000000000000014,23.31251990065039,-5,15,5,40
Fragrance + Color Cosmetics,North America,Tools,Bobbi Brown,Toner,4061262,4183099.9,48,2007887.9519999998,3.0000009849155296,17.66479294690336,-1,3,7,14
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Fragrance,3739254,4300142.1,42,1806059.6819999998,14.999999999999991,16.984465131208005,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Tools,Kilian,Toner,2031064,4828862.3,48,2317853.9039999996,137.75037615752134,40.0000001656705,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Face Make-Up,Elizabeth Arden,Bronzer,1968919,2106743.3,36,758427.5879999999,6.9999984763212675,84.99999997982668,0,7,6,15
Fragrance + Color Cosmetics,North America,Tools,Kilian,Toner,1945065,2236824.8,52,1163148.896,15.000002570608162,17.948951342660035,-5,15,5,40
Hair/APDO,Europe,Fragrance,Kilian,Toner,2141232,2462416.8,39,960342.5519999999,14.999999999999991,16.65368807385687,0,15,4,30
Hair/APDO,North America,Face Make-Up,Aveda,Fragrance,1284192,1476820.8,35,516887.27999999997,15.000000000000014,6.5826597746547675,0,15,4,30
Hair/APDO,North America,Face Make-Up,Bobbi Brown,Lipstick,4029921,4150818.6,38,1577311.068,2.9999992555685306,17.413721026886236,-1,3,7,14
Hair/APDO,Asia,Face Make-Up,Elizabeth Arden,Lipstick,1037977,1110635.4,44,488679.57599999994,7.000000963412467,6.591343374328844,0,7,6,15
Hair/APDO,North America,Fragrance,Kilian,Mascara,2659173,3809639.3,56,2133398.008,43.264063676940154,29.999999803130965,0,15,4,30
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Aveda,Toner,4997968,5747663.2,46,2643925.072,15.000000000000014,34.564619931976836,-5,15,5,40
Hair/APDO,North America,Fragrance,Kilian,Toner,4476974,5148520.1,55,2831686.055,14.999999999999991,40.54336639860258,0,15,4,30
Fragrance + Color Cosmetics,North America,Face Make-Up,Balmain,Bronzer,3387757,3895920.5,32,1246694.56,14.999998524097213,36.6458989166589,-5,15,5,40
Fragrance + Color Cosmetics,North America,Hair Dye,Aveda,Bronzer,3600498,8797812.8,53,4662840.784000001,144.3498871544992,40.0,-5,15,5,40
Fragrance + Color Cosmetics,North America,Fragrance,Kilian,Toner,4319712,4967668.8,50,2483834.4,14.999999999999991,60.0,-5,15,5,40
Skin/Body,South America,Tools,Elizabeth Arden,Toner,797675,700043.03,48,336020.6544,-12.239567493026604,15.000000010713627,0,7,6,15
Hair/APDO,South America,Hair Dye,Kilian,Bronzer,625355,2134088.7,60,1280453.22,241.26035611772517,30.000000000000004,0,15,4,30
Hair/APDO,Europe,Face Make-Up,Kilian,Fragrance,2509606,2886046.9,37,1067837.353,14.999999999999991,16.906176608739933,0,15,4,30
Fragrance + Color Cosmetics,Asia,Face Make-Up,Frederic Malle,Toner,2381297,2806303.4,48,1347025.632,17.84768552599696,39.99999977194199,-3,4,5,40
Skin/Body,North America,Make Up Brushes,Elizabeth Arden,Fragrance,592036,633478.52,40,253391.40800000002,7.000000000000006,9.804756578549979,0,7,6,15
Hair/APDO,Asia,Fragrance,Elizabeth Arden,Lipstick,1690456,1808787.9,34,614987.886,6.999998816887265,21.60191062104308,0,7,6,15
Fragrance + Color Cosmetics,North America,Face Make-Up,Kilian,Mascara,2324964,0.0,45,0.0,-100.0,0.0,-5,15,5,40
Hair/APDO,Europe,Make Up Brushes,Kilian,Fragrance,4608502,5299777.3,49,2596890.877,14.999999999999991,46.41557843032785,0,15,4,30
Fragrance + Color Cosmetics,South America,Face Make-Up,Elizabeth Arden,Fragrance,1047219,533388.14,53,282695.71420000005,-49.06622778998471,14.99999997187789,0,7,6,15
Skin/Body,Asia,Hair Dye,Frederic Malle,Lipstick,4355933,4530170.3,54,2446291.9620000003,3.999999540856103,22.62412934898139,-3,4,5,40
Skin/Body,Europe,Fragrance,Frederic Malle,Mascara,2397883,2493798.3,34,847891.422,3.9999991659309453,36.573779011244554,-3,4,5,40
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Mascara,4166344,4332997.8,49,2123168.922,4.000000960074335,18.852330779709213,-3,4,5,40
Skin/Body,South America,Fragrance,Bobbi Brown,Toner,1594409,1642241.3,32,525517.216,3.0000018815749208,17.94677981428621,-1,3,7,14
Fragrance + Color Cosmetics,North America,Face Make-Up,Frederic Malle,Bronzer,2673513,2780453.5,53,1473640.355,3.999999251920605,24.968053288293284,-3,4,5,40
Fragrance + Color Cosmetics,Europe,Hair Dye,Balmain,Toner,1579525,464616.87,58,269477.78459999996,-70.58502587803295,40.00000017218488,-5,15,5,40
Hair/APDO,North America,Make Up Brushes,Bobbi Brown,Toner,1781506,1837675.2,49,900460.848,3.1529054631306286,13.999999710503799,-1,3,7,14
Hair/APDO,Europe,Tools,Frederic Malle,Toner,4335598,4509021.9,35,1578157.665,3.9999995387026255,69.99999953426706,-3,4,4,30
Hair/APDO,Europe,Fragrance,Kilian,Lipstick,551707,4435804.5,56,2484050.52,704.0145403266589,30.000000202894427,0,15,4,30
Fragrance + Color Cosmetics,North America,Make Up Brushes,Kilian,Toner,2783785,3201352.8,55,1760744.04,15.000001796115715,20.268035264812063,-5,15,5,40
Skin/Body,South America,Face Make-Up,Elizabeth Arden,Toner,4033716,4316076.1,45,1942234.2449999999,6.999999504179266,32.43482949898436,0,7,6,15
Hair/APDO,Asia,Make Up Brushes,Frederic Malle,Lipstick,2791136,2902781.4,42,1219168.1879999998,3.9999985668917493,69.99999951770396,-3,4,4,30
Skin/Body,North America,Make Up Brushes,Kilian,Lipstick,1352050,1554857.5,33,513102.97500000003,14.999999999999991,18.939904254455584,-5,15,5,40
Skin/Body,Europe,Make Up Brushes,Kilian,Fragrance,4969353,5714755.9,43,2457345.037,14.999998993832797,37.866557890802405,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Fragrance,Frederic Malle,Mascara,4248529,4418470.2,56,2474343.3120000004,4.000000941502346,33.5036461365084,-3,4,5,40
Hair/APDO,Asia,Face Make-Up,Aveda,Lipstick,4361774,5016040.1,57,2859142.8569999994,14.999999999999991,29.99645502264722,0,15,4,30
Skin/Body,South America,Fragrance,Balmain,Mascara,3318907,3816743.0,48,1832036.64,14.999998493479927,24.370857038492975,-5,15,5,40
Skin/Body,South America,Fragrance,Kilian,Mascara,4364044,5018650.6,47,2358765.7819999997,14.999999999999991,36.10947257698985,-5,15,5,40
Hair/APDO,North America,Tools,Bobbi Brown,Lipstick,1308301,715207.69,54,386212.1526,-45.33309307261861,13.999999909956227,-1,3,7,14
Skin/Body,South America,Hair Dye,Balmain,Fragrance,1838306,2114051.9,47,993604.3929999999,14.999999999999991,15.107707448671572,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Mascara,1869391,2149799.6,59,1268381.764,14.99999732533215,17.37383037259842,-5,15,5,40
Hair/APDO,Europe,Hair Dye,Elizabeth Arden,Toner,936542,1002099.9,33,330692.967,6.999995728968922,8.978741239846466,0,7,6,15
Skin/Body,Asia,Face Make-Up,Frederic Malle,Lipstick,2562087,1697811.1,52,882861.7720000001,-33.73327681690746,40.000000471194944,-3,4,5,40
Hair/APDO,Europe,Hair Dye,Kilian,Lipstick,2495141,1127895.7,58,654179.5059999999,-54.796314116116086,30.00000026598204,0,15,4,30
Hair/APDO,North America,Fragrance,Bobbi Brown,Bronzer,3999701,4119692.0,30,1235907.5999999999,2.999999249943941,45.54092340837966,-1,3,7,14
Skin/Body,North America,Hair Dye,Balmain,Fragrance,3403609,0.0,31,0.0,-100.0,0.0,-5,15,5,40
Hair/APDO,South America,Make Up Brushes,Elizabeth Arden,Mascara,4300315,0.0,37,0.0,-100.0,0.0,0,7,6,15
Hair/APDO,North America,Make Up Brushes,Frederic Malle,Mascara,2905514,3448734.3,60,2069240.5799999998,18.69618594162685,29.9999994780694,-3,4,4,30
Fragrance + Color Cosmetics,North America,Tools,Bobbi Brown,Fragrance,4199509,4325494.3,40,1730197.72,3.000000714369233,18.26610959076323,-1,3,7,14
Hair/APDO,North America,Face Make-Up,Elizabeth Arden,Mascara,2522784,345684.52,54,186669.64080000002,-86.29749831931707,14.999999652862684,0,7,6,15
Fragrance + Color Cosmetics,Europe,Tools,Aveda,Fragrance,928745,1068056.8,46,491306.128,15.00000538360906,12.702437301582545,-5,15,5,40
Skin/Body,Europe,Face Make-Up,Aveda,Bronzer,1036644,1192140.6,48,572227.488,15.000000000000014,13.845977003778032,-5,15,5,40
Skin/Body,Asia,Make Up Brushes,Bobbi Brown,Toner,3273737,3371949.1,53,1787133.023,2.9999996945386798,40.548647109802246,-1,3,7,14
Hair/APDO,North America,Tools,Aveda,Mascara,1489336,1712736.4,49,839240.8359999999,14.999999999999991,9.448439991419187,0,15,4,30
Skin/Body,South America,Tools,Bobbi Brown,Mascara,561753,578605.59,46,266158.5714,3.0000000000000027,16.847334236913582,-1,3,7,14
Hair/APDO,Asia,Fragrance,Kilian,Fragrance,1155496,3514039.4,58,2038142.8519999997,204.11523709298862,30.00000042685919,0,15,4,30
Fragrance + Color Cosmetics,South America,Tools,Balmain,Lipstick,576240,662676.0,51,337964.76,14.999999999999991,4.51042252646076,-5,15,5,40
Hair/APDO,Asia,Face Make-Up,Elizabeth Arden,Lipstick,4885224,5227189.7,60,3136313.82,7.000000409397811,31.02206376228867,0,7,6,15
Skin/Body,South America,Tools,Aveda,Bronzer,2062518,2371895.7,44,1043634.1080000001,15.000000000000014,14.322347430659265,-5,15,5,40
Skin/Body,North America,Tools,Frederic Malle,Fragrance,2087819,2171331.8,35,759966.1299999999,4.0000019158748845,60.00000055265621,-3,4,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Elizabeth Arden,Lipstick,1490121,556898.75,59,328570.2625,-62.627279932300794,14.999999932662805,0,7,6,15
Hair/APDO,Europe,Hair Dye,Frederic Malle,Bronzer,4609545,4793926.8,48,2301084.8639999996,4.0000000000000036,24.573715896605346,-3,4,4,30
Hair/APDO,Europe,Face Make-Up,Elizabeth Arden,Bronzer,1521436,1491813.7,53,790661.261,-1.9469961273428593,15.00000010054875,0,7,6,15
Skin/Body,South America,Fragrance,Elizabeth Arden,Lipstick,4684238,5012134.7,48,2405824.656,7.000000853927579,30.440596417290323,0,7,6,15
Fragrance + Color Cosmetics,North America,Tools,Frederic Malle,Mascara,2903233,3019362.3,48,1449293.9039999999,3.999999311112812,13.13686723390065,-3,4,5,40
Skin/Body,Asia,Tools,Kilian,Fragrance,1633183,1672591.4,58,970103.0119999999,2.4129812764399183,40.0,-5,15,5,40
Fragrance + Color Cosmetics,North America,Tools,Aveda,Mascara,1660294,2644471.8,46,1216457.028,59.27732076367196,40.000000605035765,-5,15,5,40
Skin/Body,North America,Fragrance,Elizabeth Arden,Lipstick,3448632,3690036.2,40,1476014.4800000002,6.999998840119792,33.953855580283964,0,7,6,15
Hair/APDO,North America,Face Make-Up,Aveda,Fragrance,3524015,4052617.3,40,1621046.92,15.000001418836174,18.063803599448228,0,15,4,30
Skin/Body,Europe,Make Up Brushes,Kilian,Lipstick,1837768,2113433.2,58,1225791.256,15.000000000000014,14.00382483810792,-5,15,5,40
Hair/APDO,Asia,Face Make-Up,Elizabeth Arden,Lipstick,1025005,1096755.4,36,394831.94399999996,7.000004878024968,6.508969045151434,0,7,6,15
Skin/Body,South America,Face Make-Up,Frederic Malle,Lipstick,3950087,4108090.5,42,1725398.01,4.000000506317969,46.547548207801945,-3,4,5,40
Fragrance + Color Cosmetics,South America,Hair Dye,Elizabeth Arden,Bronzer,3701208,3960292.6,44,1742528.744,7.0000010807282464,56.12423884148902,0,7,6,15
Hair/APDO,Asia,Make Up Brushes,Kilian,Lipstick,2514017,0.0,42,0.0,-100.0,0.0,0,15,4,30
Skin/Body,North America,Make Up Brushes,Aveda,Toner,4149244,3600146.3,39,1404057.057,-13.233680641581946,39.999999777786805,-5,15,5,40
Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Toner,2362205,2527559.3,52,1314330.836,6.999997883333564,15.861445599308674,0,7,6,15
Hair/APDO,Asia,Make Up Brushes,Balmain,Mascara,2867322,1217786.4,60,730671.84,-57.52878818632857,30.0,0,15,4,30
Fragrance + Color Cosmetics,South America,Hair Dye,Elizabeth Arden,Lipstick,1199895,1283887.7,38,487877.326,7.000004167031282,18.194923254016633,0,7,6,15
Hair/APDO,Asia,Fragrance,Bobbi Brown,Lipstick,3549316,1668425.2,55,917633.8600000001,-52.993049928493264,14.000000067129173,-1,3,7,14
Skin/Body,Europe,Hair Dye,Bobbi Brown,Lipstick,1406450,1448643.5,32,463565.92,3.0000000000000027,46.10949321777605,-1,3,7,14
Skin/Body,South America,Make Up Brushes,Kilian,Bronzer,2543321,2924819.2,35,1023686.72,15.000001965933517,13.772060290320265,-5,15,5,40
Skin/Body,Asia,Face Make-Up,Aveda,Mascara,4891401,5625111.2,33,1856286.6960000002,15.000001022202024,30.745873701093135,-5,15,5,40
Skin/Body,North America,Hair Dye,Bobbi Brown,Mascara,3138439,2004320.6,58,1162505.9479999999,-36.13638499903933,13.999999720603586,-1,3,7,14
Hair/APDO,North America,Tools,Balmain,Mascara,2305518,1313152.3,59,774759.857,-43.043068846133494,29.999999543084233,0,15,4,30
Skin/Body,Europe,Hair Dye,Frederic Malle,Bronzer,2482847,0.0,48,0.0,-100.0,0.0,-3,4,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Balmain,Toner,2357596,2711235.4,59,1599628.886,14.999999999999991,21.911132525926615,-5,15,5,40
Skin/Body,Europe,Tools,Bobbi Brown,Fragrance,2270394,2553970.1,55,1404683.5550000002,12.490171309473164,13.999999901330092,-1,3,7,14
Hair/APDO,Europe,Hair Dye,Aveda,Bronzer,4295830,4940204.5,52,2568906.3400000003,14.999999999999991,25.330005805663625,0,15,4,30
Fragrance + Color Cosmetics,Asia,Make Up Brushes,Frederic Malle,Fragrance,1434048,1491409.9,49,730790.8509999999,3.999998605346544,16.971373590772558,-3,4,5,40
Skin/Body,North America,Tools,Aveda,Toner,3491620,4015363.0,44,1766759.72,14.999999999999991,59.99999970114782,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Elizabeth Arden,Toner,2949308,3155759.6,53,1672552.5880000002,7.0000013562503405,85.0000000673372,0,7,6,15
Hair/APDO,Asia,Tools,Elizabeth Arden,Mascara,4631146,4955326.2,31,1536151.122,6.999999568141457,84.99999999142337,0,7,6,15
Skin/Body,Europe,Tools,Elizabeth Arden,Toner,3721131,3981610.2,49,1950988.9980000001,7.000000806206508,24.481204661067764,0,7,6,15
Hair/APDO,North America,Face Make-Up,Aveda,Mascara,4717690,5425343.5,32,1736109.92,14.999999999999991,24.182480651095045,0,15,4,30
Hair/APDO,South America,Tools,Aveda,Lipstick,4543763,5225327.5,32,1672104.8,15.00000110040951,25.290209837796773,0,15,4,30
Hair/APDO,South America,Tools,Balmain,Toner,1693982,3237132.5,59,1909908.1749999998,91.09603880088454,29.999999490289643,0,15,4,30
Skin/Body,South America,Hair Dye,Kilian,Bronzer,2156042,2479448.3,52,1289313.116,14.999999999999991,24.05444044236956,-5,15,5,40
Fragrance + Color Cosmetics,South America,Face Make-Up,Aveda,Fragrance,4790697,5509301.5,58,3195394.8699999996,14.999998956310524,23.545915730535523,-5,15,5,40
Hair/APDO,North America,Make Up Brushes,Aveda,Fragrance,2998578,1981780.5,60,1189068.3,-33.909323019111056,29.99999954586293,0,15,4,30
Hair/APDO,Europe,Hair Dye,Aveda,Toner,2045491,5851010.7,54,3159545.7780000004,186.0443140546695,30.0,0,15,4,30
Hair/APDO,South America,Face Make-Up,Elizabeth Arden,Mascara,1933284,2068613.9,52,1075679.228,7.000001034509151,12.98137964194302,0,7,6,15
Hair/APDO,South America,Tools,Balmain,Fragrance,530257,609795.55,41,250016.1755,15.000000000000014,5.651256533114073,0,15,4,30
Fragrance + Color Cosmetics,North America,Hair Dye,Bobbi Brown,Lipstick,3135466,3229530.0,43,1388697.9,3.00000063786372,13.584862383131044,-1,3,7,14
Hair/APDO,North America,Hair Dye,Balmain,Mascara,1727222,683641.65,53,362330.07450000005,-60.41958416462967,29.999999341760425,0,15,4,30
Hair/APDO,North America,Make Up Brushes,Aveda,Lipstick,1365256,1570044.4,56,879224.8640000001,14.999999999999991,23.76717869965147,0,15,4,30
Fragrance + Color Cosmetics,Europe,Face Make-Up,Kilian,Bronzer,4973447,5719464.0,30,1715839.2,14.999998994661045,60.0,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Hair Dye,Kilian,Fragrance,749265,861654.75,43,370511.5425,14.999999999999991,14.541253734703364,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Fragrance,Balmain,Toner,1635371,0.0,44,0.0,-100.0,0.0,-5,15,5,40
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Mascara,3748140,375953.88,59,221812.7892,-89.96958811570539,13.99999988083645,-1,3,7,14
Skin/Body,Europe,Tools,Kilian,Mascara,2358997,2712846.6,33,895239.378,15.000002119544886,21.899178649603986,-5,15,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Balmain,Bronzer,1021244,1174430.6,37,434539.32200000004,15.000000000000014,60.000000102177175,-5,15,5,40
Fragrance + Color Cosmetics,Europe,Fragrance,Bobbi Brown,Bronzer,939439,967622.17,52,503163.5284,3.0000000000000027,6.932745981279864,-1,3,7,14
Fragrance + Color Cosmetics,Europe,Face Make-Up,Aveda,Toner,2394554,0.0,44,0.0,-100.0,0.0,-5,15,5,40
Skin/Body,South America,Fragrance,Balmain,Toner,4285961,6264437.9,49,3069574.571,46.16180361883835,40.000000127705,-5,15,5,40
Skin/Body,South America,Fragrance,Aveda,Bronzer,3121158,3589331.7,57,2045919.069,15.000000000000014,21.120420497721064,-5,15,5,40
Skin/Body,South America,Make Up Brushes,Kilian,Lipstick,2498173,2872898.9,39,1120430.571,14.999997998537328,13.527583810580415,-5,15,5,40
Skin/Body,South America,Face Make-Up,Frederic Malle,Mascara,1141593,1187256.7,36,427412.41199999995,3.999998248062142,13.452451565584022,-3,4,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Frederic Malle,Mascara,4609070,4354637.4,49,2133772.3260000004,-5.520258967644221,40.0,-3,4,5,40
Skin/Body,Asia,Face Make-Up,Aveda,Lipstick,1734215,1994347.3,37,737908.501,15.000002883148866,10.900753429001742,-5,15,5,40
Hair/APDO,Asia,Face Make-Up,Elizabeth Arden,Fragrance,4750167,5082678.7,59,2998780.4329999997,7.00000021051892,30.164427113603033,0,7,6,15
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Bronzer,778495,895269.25,58,519256.165,14.999999999999991,3.5360853213822265,-5,15,5,40
Skin/Body,Europe,Make Up Brushes,Frederic Malle,Mascara,4401403,3278140.3,60,1966884.1799999997,-25.520560148661698,39.999999755959195,-3,4,5,40
Fragrance + Color Cosmetics,Asia,Tools,Elizabeth Arden,Mascara,4320671,4623118.0,37,1710553.66,7.000000694336594,50.743653240137746,0,7,6,15
Fragrance + Color Cosmetics,Asia,Face Make-Up,Bobbi Brown,Bronzer,2242166,2309431.0,59,1362564.29,3.000000891994614,86.00000011916356,-1,3,7,14
Skin/Body,North America,Hair Dye,Kilian,Mascara,3242455,3728823.3,50,1864411.65,15.000001542041442,60.0,-5,15,5,40
Fragrance + Color Cosmetics,North America,Tools,Kilian,Mascara,1097904,1262589.6,48,606043.008,15.000000000000014,10.131396654824554,-5,15,5,40
Hair/APDO,Europe,Tools,Kilian,Lipstick,2104243,2419879.4,37,895355.3779999999,14.999997623848582,12.400419540423494,0,15,4,30
Fragrance + Color Cosmetics,South America,Tools,Frederic Malle,Fragrance,2138846,2224399.8,45,1000979.9099999999,3.999998129832627,43.94262930086251,-3,4,5,40
Fragrance + Color Cosmetics,South America,Make Up Brushes,Kilian,Toner,2882865,3315294.8,45,1491882.66,15.000001734385759,13.094569346970003,-5,15,5,40
Hair/APDO,South America,Make Up Brushes,Balmain,Lipstick,4598535,5288315.3,59,3120106.027,15.000001087302795,22.988754035610558,0,15,4,30
Skin/Body,North America,Fragrance,Kilian,Fragrance,2499117,2873984.5,35,1005894.575,14.999997999293345,59.999999582461214,-5,15,5,40
